sexo,idade,cor,MSAU051,escolaridade,formacao
Masculino,36,Branca,Não,Especialização,Medicina
Masculino,67,Branca,Sim,Doutorado,Jornalismo
Feminino,48,Branca,Sim,Especialização,Administração
Masculino,47,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,48,Parda,Não,Especialização,Medicina
Masculino,70,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,41,Branca,Sim,Especialização,Administração
Masculino,60,Branca,Não,Ensino superior completo,Medicina
Masculino,42,Parda,Não,Ensino superior completo,Jornalismo
Masculino,44,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,44,Branca,Sim,Ensino superior completo,Administração
Masculino,50,Parda,Não,Ensino superior completo,Medicina
Feminino,42,Branca,Não,Especialização,Jornalismo
Masculino,79,Branca,Sim,Ensino superior incompleto,-
Masculino,32,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,81,Parda,Sim,Especialização,Medicina
Feminino,50,Branca,Não,Especialização,Medicina
Masculino,49,Branca,Sim,Especialização,Enfermagem
Masculino,51,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,45,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,44,Branca,Não,Ensino superior incompleto,-
Feminino,30,Branca,Não,Ensino superior completo,Pedagogia
Feminino,56,Branca,Não,Especialização,Pedagogia
Masculino,48,Branca,Não,Especialização,Medicina
Masculino,59,Branca,Sim,Especialização,Medicina
Feminino,52,Branca,Sim,Especialização,Medicina
Masculino,45,Branca,Sim,Especialização,Medicina
Masculino,39,Branca,Não,Mestrado,Administração
Masculino,41,Parda,Não,Especialização,Pedagogia
Masculino,54,Branca,Não,Especialização,Enfermagem
Masculino,27,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,45,Branca,Sim,Especialização,Nutrição
Masculino,29,Branca,Não,Ensino superior completo,Assistência social
Masculino,74,Branca,Não,Ensino superior completo,Assistência social
Masculino,37,Branca,Não,Ensino superior incompleto,-
Masculino,38,Branca,Sim,Especialização,Pedagogia
Masculino,47,Branca,Não,Especialização,Jornalismo
Masculino,50,Branca,Sim,Ensino superior completo,Enfermagem
Feminino,35,Branca,Sim,Especialização,Administração
Feminino,31,Branca,Não,Especialização,Pedagogia
Feminino,48,Branca,Sim,Especialização,Medicina
Masculino,43,Branca,Não,Mestrado,Terapia ocupacional
Masculino,56,Branca,Não,Especialização,Medicina
Feminino,49,Branca,Não,Mestrado,Pedagogia
Feminino,39,Branca,Sim,Especialização,Jornalismo
Masculino,42,Branca,Sim,Especialização,Administração
Masculino,72,Branca,Sim,Ensino superior completo,Medicina
Feminino,69,Branca,Sim,Especialização,Direito
Masculino,39,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,78,Branca,Não,Doutorado,Medicina
Masculino,33,Parda,Não,Ensino superior completo,Assistência social
Masculino,40,Parda,Sim,Especialização,Pedagogia
Masculino,43,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,29,Branca,Não,Mestrado,Enfermagem
Masculino,61,Branca,Não,Especialização,Pedagogia
Masculino,35,Branca,Sim,Especialização,Assistência social
Feminino,61,Branca,Sim,Mestrado,Pedagogia
Masculino,35,Branca,Sim,Especialização,Pedagogia
Masculino,50,Branca,Sim,Ensino superior completo,Medicina
Feminino,56,Branca,Sim,Ensino superior completo,Enfermagem
Feminino,39,Branca,Sim,Especialização,Medicina
Feminino,40,Branca,Sim,Mestrado,Assistência social
Feminino,46,Branca,Não,Mestrado,Administração
Feminino,60,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,55,Branca,Sim,Especialização,Pedagogia
Masculino,45,Parda,Sim,Ensino superior incompleto,-
Feminino,51,Branca,Sim,Especialização,Direito
Feminino,47,Branca,Sim,Mestrado,Medicina
Masculino,38,Branca,Não,Ensino superior completo,Administração
Masculino,46,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,37,Branca,Não,Ensino superior completo,Jornalismo
Feminino,34,Branca,Sim,Especialização,Administração
Masculino,35,Parda,Sim,Especialização,Medicina
Masculino,59,Branca,Não,Especialização,Assistência social
Feminino,57,Branca,Não,Ensino superior completo,Sociologia
Masculino,45,Branca,Não,Ensino superior completo,Jornalismo
Feminino,25,Branca,Sim,Ensino superior completo,Administração
Feminino,33,Preta,Sim,Especialização,Pedagogia
Feminino,39,Branca,Sim,Ensino superior completo,Administração
Feminino,64,Branca,Sim,Especialização,Direito
Masculino,64,Branca,Sim,Ensino superior completo,Medicina
Masculino,47,Branca,Sim,Especialização,Medicina
Feminino,48,Branca,Sim,Especialização,Pedagogia
Feminino,33,Branca,Sim,Especialização,Pedagogia
Masculino,52,Branca,Sim,Especialização,Medicina
Masculino,46,Branca,Não,Especialização,Medicina
Feminino,34,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,42,Parda,Sim,Especialização,Administração
Feminino,46,Branca,Sim,Especialização,Medicina
Masculino,30,Branca,Sim,Ensino superior completo,Administração
Feminino,35,Parda,Não,Ensino superior completo,Pedagogia
Masculino,49,Branca,Sim,Mestrado,Enfermagem
Masculino,33,Branca,Não,Ensino superior completo,Psicologia
Feminino,46,Branca,Sim,Ensino superior completo,Administração
Feminino,59,Branca,Sim,Mestrado,Pedagogia
Masculino,60,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,70,Branca,Sim,Especialização,Medicina
Feminino,40,Branca,Sim,Ensino superior completo,Administração
Masculino,27,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,43,Branca,Não,Ensino superior incompleto,-
Feminino,61,Branca,Sim,Especialização,Pedagogia
Feminino,49,Branca,Sim,Ensino superior completo,Assistência social
Feminino,35,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,40,Branca,Sim,Especialização,Pedagogia
Masculino,48,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,62,Branca,Não,Doutorado,Medicina
Masculino,60,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,57,Branca,Sim,Especialização,Pedagogia
Masculino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,38,Branca,Sim,Ensino superior incompleto,-
Masculino,42,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,46,Branca,Sim,Especialização,Administração
Masculino,59,Branca,Não,Ensino superior completo,Terapia ocupacional
Masculino,62,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,39,Branca,Não,Ensino superior completo,Assistência social
Masculino,49,Branca,Sim,Ensino superior completo,Administração
Feminino,45,Branca,Sim,Ensino superior completo,Administração
Feminino,36,Branca,Não,Ensino superior completo,Pedagogia
Feminino,32,Branca,Sim,Ensino superior completo,Administração
Feminino,55,Branca,Sim,Especialização,Assistência social
Masculino,52,Branca,Não,Ensino superior completo,Administração
Masculino,35,Branca,Sim,Especialização,Administração
Feminino,49,Parda,Sim,Ensino superior completo,Administração
Feminino,55,Branca,Não,Especialização,Pedagogia
Masculino,63,Branca,Sim,Mestrado,Medicina
Feminino,44,Branca,Sim,Ensino superior completo,Administração
Masculino,41,Parda,Não,Ensino superior completo,Pedagogia
Feminino,41,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,57,Branca,Sim,Especialização,Pedagogia
Masculino,47,Parda,Não,Especialização,Medicina
Masculino,34,Parda,Não,Ensino superior completo,Administração
Feminino,49,Branca,Sim,Ensino superior completo,Assistência social
Feminino,59,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,54,Branca,Sim,Especialização,Administração
Feminino,33,Branca,Sim,Ensino superior completo,Administração
Feminino,50,Branca,Sim,Especialização,Jornalismo
Masculino,66,Branca,Não,Especialização,Medicina
Feminino,44,Branca,Sim,Ensino superior completo,Sociologia
Feminino,48,Branca,Sim,Especialização,Psicologia
Feminino,55,Branca,Sim,Especialização,Pedagogia
Feminino,36,Branca,Sim,Ensino superior completo,Administração
Feminino,48,Parda,Sim,Especialização,Sociologia
Feminino,58,Branca,Sim,Ensino superior incompleto,-
Masculino,61,Branca,Sim,Ensino superior completo,Medicina
Feminino,55,Branca,Sim,Especialização,Assistência social
Feminino,31,Branca,Sim,Ensino superior completo,Administração
Masculino,60,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,58,Branca,Não,Ensino superior completo,Administração
Masculino,33,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,36,Branca,Sim,Especialização,Pedagogia
Masculino,54,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,52,Branca,Sim,Ensino superior completo,Assistência social
Masculino,42,Branca,Sim,Doutorado,Administração
Masculino,54,Branca,Sim,Especialização,Assistência social
Masculino,43,Branca,Sim,Ensino superior completo,Enfermagem
Feminino,53,Parda,Não,Ensino superior completo,Pedagogia
Masculino,49,Branca,Não,Mestrado,Medicina
Feminino,39,Parda,Não,Especialização,Pedagogia
Feminino,48,Branca,Sim,Especialização,Administração
Masculino,43,Branca,Não,Especialização,Medicina
Feminino,63,Branca,Sim,Especialização,Enfermagem
Feminino,54,Branca,Não,Ensino superior completo,Direito
Feminino,38,Branca,Sim,Mestrado,Pedagogia
Masculino,69,Branca,Sim,Especialização,Medicina
Masculino,55,Branca,Sim,Ensino superior completo,Administração
Masculino,49,Branca,Não,Ensino superior completo,Administração
Feminino,39,Branca,Não,Ensino superior completo,Administração
Feminino,32,Branca,Não,Ensino superior completo,Pedagogia
Feminino,40,Branca,Sim,Especialização,Pedagogia
Feminino,55,Branca,Sim,Ensino superior incompleto,-
Feminino,59,Branca,Sim,Especialização,Sociologia
Feminino,49,Parda,Sim,Ensino superior completo,Administração
Masculino,53,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,29,Branca,Sim,Especialização,Pedagogia
Feminino,56,Branca,Sim,Especialização,Assistência social
Masculino,53,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,42,Parda,Sim,Ensino superior incompleto,-
Masculino,44,Branca,Não,Doutorado,Medicina
Feminino,51,Branca,Sim,Especialização,Administração
Masculino,30,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,39,Parda,Sim,Ensino superior completo,Assistência social
Masculino,57,Branca,Sim,Ensino superior completo,Assistência social
Feminino,34,Branca,Não,Ensino superior completo,Sociologia
Feminino,28,Branca,Sim,Especialização,Administração
Masculino,51,Branca,Sim,Especialização,Pedagogia
Feminino,43,Branca,Sim,Especialização,Pedagogia
Feminino,33,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,52,Branca,Não,Especialização,Nutrição
Feminino,54,Parda,Não,Ensino superior completo,Terapia ocupacional
Feminino,33,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,53,Parda,Não,Ensino superior completo,Pedagogia
Feminino,60,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,51,Branca,Sim,Ensino superior incompleto,-
Masculino,62,Branca,Sim,Especialização,Administração
Masculino,41,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,47,Branca,Sim,Especialização,Pedagogia
Masculino,49,Parda,Sim,Especialização,Assistência social
Masculino,37,Branca,Não,Especialização,Medicina
Feminino,60,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Feminino,42,Branca,Sim,Ensino superior incompleto,-
Masculino,67,Branca,Não,Doutorado,Medicina
Masculino,52,Branca,Sim,Ensino superior completo,Medicina
Masculino,53,Branca,Sim,Especialização,Medicina
Feminino,35,Branca,Sim,Especialização,Pedagogia
Feminino,66,Branca,Sim,Ensino superior completo,Sociologia
Masculino,35,Parda,Sim,Especialização,Administração
Feminino,35,Branca,Não,Ensino superior completo,Pedagogia
Feminino,42,Branca,Sim,Especialização,Assistência social
Masculino,33,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,45,Branca,Sim,Ensino superior completo,Administração
Masculino,38,Branca,Sim,Especialização,Administração
Masculino,64,Branca,Não,Ensino superior completo,Terapia ocupacional
Masculino,50,Branca,Não,Especialização,Administração
Feminino,37,Branca,Sim,Especialização,Pedagogia
Feminino,61,Branca,Sim,Doutorado,Pedagogia
Feminino,44,Branca,Sim,Especialização,Jornalismo
Feminino,36,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,41,Branca,Não,Especialização,Pedagogia
Masculino,27,Branca,Sim,Especialização,Administração
Feminino,57,Branca,Sim,Especialização,Pedagogia
Feminino,63,Branca,Sim,Ensino superior completo,Sociologia
Masculino,53,Branca,Não,Ensino médio (2º Grau) incompleto,-
Feminino,56,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,40,Branca,Sim,Especialização,Pedagogia
Feminino,50,Branca,Sim,Especialização,Direito
Feminino,41,Branca,Sim,Ensino superior completo,Administração
Feminino,66,Branca,Não,Especialização,Medicina
Masculino,56,Branca,Sim,Especialização,Assistência social
Feminino,37,Branca,Não,Especialização,Pedagogia
Feminino,62,Branca,Sim,Especialização,Pedagogia
Feminino,0,Branca,Sim,Especialização,Pedagogia
Feminino,65,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,44,Branca,Não,Ensino superior completo,Administração
Feminino,32,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,53,Branca,Não,Ensino superior completo,Terapia ocupacional
Feminino,57,Branca,Sim,Ensino superior completo,Administração
Masculino,38,Branca,Não,Especialização,Medicina
Feminino,38,Branca,Sim,Especialização,Pedagogia
Feminino,48,Parda,Sim,Especialização,Assistência social
Masculino,33,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,54,Branca,Sim,Especialização,Medicina
Feminino,45,Branca,Não,Ensino superior completo,Jornalismo
Feminino,38,Branca,Sim,Ensino superior completo,Administração
Masculino,47,Parda,Sim,Especialização,Pedagogia
Masculino,57,Branca,Sim,Mestrado,Enfermagem
Feminino,29,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,61,Parda,Sim,Ensino superior completo,Jornalismo
Masculino,65,Branca,Não,Ensino fundamental (1º Grau) completo,-
Feminino,35,Branca,Sim,Especialização,Pedagogia
Masculino,54,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,70,Branca,Sim,Ensino superior completo,Assistência social
Feminino,58,Branca,Sim,Especialização,Pedagogia
Feminino,36,Branca,Sim,Especialização,Pedagogia
Masculino,44,Branca,Sim,Especialização,Medicina
Masculino,55,Parda,Sim,Ensino superior completo,Administração
Feminino,40,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,30,Branca,Sim,Ensino superior completo,Administração
Feminino,44,Branca,Sim,Especialização,Administração
Feminino,45,Branca,Sim,Ensino superior completo,Administração
Masculino,52,Branca,Sim,Especialização,Enfermagem
Feminino,62,Branca,Não,Mestrado,Enfermagem
Masculino,36,Parda,Sim,Especialização,Pedagogia
Masculino,40,Branca,Não,Ensino superior completo,Administração
Feminino,30,Branca,Sim,Ensino superior completo,Assistência social
Feminino,60,Branca,Sim,Especialização,Pedagogia
Feminino,54,Branca,Sim,Especialização,Pedagogia
Feminino,64,Branca,Não,Ensino superior completo,Administração
Feminino,38,Branca,Sim,Ensino superior completo,Direito
Feminino,42,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,36,Branca,Sim,Especialização,Enfermagem
Feminino,50,Parda,Sim,Ensino superior completo,Administração
Feminino,45,Branca,Sim,Especialização,Enfermagem
Masculino,51,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,29,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,56,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,47,Branca,Sim,Especialização,Pedagogia
Feminino,48,Branca,Sim,Ensino superior completo,Sociologia
Masculino,35,Branca,Sim,Especialização,Medicina
Masculino,47,Branca,Sim,Especialização,Pedagogia
Feminino,37,Branca,Não,Mestrado,Administração
Feminino,31,Branca,Não,Ensino superior completo,Pedagogia
Masculino,62,Branca,Sim,Especialização,Jornalismo
Feminino,33,Branca,Sim,Especialização,Pedagogia
Masculino,44,Parda,Sim,Ensino superior completo,Sociologia
Feminino,35,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,36,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,31,Parda,Sim,Mestrado,Pedagogia
Masculino,36,Branca,Sim,Especialização,Administração
Feminino,50,Branca,Sim,Especialização,Administração
Masculino,52,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,52,Amarela,Sim,Ensino superior completo,Nutrição
Feminino,36,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,39,Branca,Não,Ensino superior completo,Pedagogia
Feminino,58,Branca,Não,Especialização,Medicina
Masculino,40,Branca,Sim,Especialização,Administração
Feminino,52,Branca,Não,Ensino superior completo,Assistência social
Masculino,35,Branca,Sim,Especialização,Sociologia
Masculino,26,Branca,Sim,Ensino superior completo,Assistência social
Feminino,53,Branca,Não,Ensino superior completo,Administração
Feminino,50,Branca,Não,Especialização,Administração
Feminino,55,Branca,Sim,Especialização,Pedagogia
Feminino,50,Branca,Sim,Especialização,Pedagogia
Feminino,44,Branca,Sim,Especialização,Assistência social
Masculino,44,Branca,Sim,Especialização,Jornalismo
Masculino,59,Branca,Não,Especialização,Medicina
Feminino,48,Branca,Sim,Especialização,Sociologia
Masculino,35,Branca,Sim,Especialização,Administração
Feminino,52,Branca,Sim,Especialização,Pedagogia
Masculino,36,Branca,Sim,Ensino superior completo,Assistência social
Feminino,54,Branca,Não,Mestrado,Assistência social
Feminino,41,Branca,Sim,Ensino superior completo,Enfermagem
Feminino,45,Parda,Sim,Ensino superior completo,Direito
Feminino,41,Branca,Sim,Ensino superior completo,Psicologia
Feminino,45,Branca,Sim,Especialização,Pedagogia
Feminino,43,Branca,Sim,Especialização,Enfermagem
Feminino,45,Branca,Sim,Especialização,Direito
Masculino,45,Branca,Sim,Especialização,Enfermagem
Masculino,65,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,48,Branca,Sim,Ensino superior completo,Assistência social
Feminino,34,Parda,Sim,Especialização,Pedagogia
Masculino,34,Branca,Sim,Ensino superior completo,Administração
Masculino,30,Branca,Sim,Especialização,Jornalismo
Masculino,26,Parda,Sim,Especialização,Pedagogia
Feminino,44,Branca,Sim,Especialização,Pedagogia
Masculino,40,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,39,Branca,Sim,Ensino superior completo,Sociologia
Feminino,63,Branca,Sim,Especialização,Direito
Feminino,46,Branca,Sim,Especialização,Administração
Feminino,30,Parda,Sim,Ensino superior completo,Administração
Feminino,40,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,50,Branca,Sim,Ensino superior completo,Administração
Feminino,57,Branca,Sim,Especialização,Administração
Masculino,50,Branca,Sim,Especialização,Medicina
Masculino,54,Branca,Sim,Ensino superior completo,Assistência social
Feminino,55,Branca,Sim,Especialização,Administração
Masculino,34,Branca,Sim,Especialização,Pedagogia
Feminino,54,Branca,Sim,Especialização,Psicologia
Masculino,35,Branca,Não,Especialização,Administração
Feminino,46,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,55,Branca,Sim,Especialização,Pedagogia
Feminino,45,Branca,Sim,Ensino superior completo,Administração
Masculino,37,Branca,Sim,Especialização,Pedagogia
Feminino,37,Branca,Sim,Especialização,Pedagogia
Feminino,47,Branca,Sim,Ensino superior completo,Sociologia
Masculino,46,Branca,Sim,Ensino superior completo,Medicina
Feminino,55,Branca,Sim,Ensino superior completo,Sociologia
Feminino,36,Branca,Não,Ensino superior completo,Pedagogia
Feminino,52,Branca,Não,Especialização,Pedagogia
Feminino,55,Branca,Não,Especialização,Administração
Feminino,63,Branca,Sim,Especialização,Administração
Masculino,50,Branca,Sim,Especialização,Assistência social
Feminino,35,Branca,Não,Ensino superior completo,Direito
Feminino,35,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,32,Branca,Sim,Especialização,Pedagogia
Feminino,50,Branca,Sim,Ensino superior completo,Administração
Feminino,42,Branca,Sim,Ensino superior completo,Administração
Masculino,44,Amarela,Não,Ensino superior completo,Administração
Feminino,50,Branca,Sim,Especialização,Sociologia
Feminino,36,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,48,Parda,Sim,Mestrado,Medicina
Masculino,50,Branca,Sim,Ensino superior completo,Administração
Feminino,41,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,59,Parda,Sim,Ensino superior completo,Assistência social
Feminino,63,Branca,Sim,Especialização,Pedagogia
Feminino,42,Branca,Sim,Especialização,Assistência social
Feminino,50,Branca,Sim,Especialização,Administração
Masculino,43,Branca,Sim,Mestrado,Administração
Masculino,49,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,47,Branca,Não,Doutorado,Administração
Feminino,59,Branca,Não,Especialização,Medicina
Masculino,53,Branca,Sim,Especialização,Administração
Masculino,55,Parda,Sim,Ensino superior completo,Assistência social
Feminino,47,Preta,Sim,Especialização,Assistência social
Feminino,62,Parda,Sim,Especialização,Direito
Feminino,38,Branca,Sim,Ensino superior incompleto,-
Feminino,57,Branca,Sim,Mestrado,Assistência social
Masculino,72,Branca,Sim,Especialização,Medicina
Masculino,56,Branca,Não,Especialização,Enfermagem
Feminino,62,Branca,Sim,Ensino superior completo,Direito
Feminino,34,Branca,Sim,Especialização,Pedagogia
Feminino,36,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,46,Branca,Sim,Especialização,Pedagogia
Masculino,32,Branca,Sim,Especialização,Assistência social
Feminino,51,Parda,Sim,Especialização,Pedagogia
Feminino,51,Branca,Sim,Ensino superior completo,Administração
Masculino,32,Branca,Sim,Especialização,Assistência social
Masculino,61,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,56,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,34,Branca,Sim,Ensino superior completo,Medicina
Feminino,37,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,58,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,32,Branca,Sim,Especialização,Pedagogia
Masculino,48,Parda,Sim,Ensino superior incompleto,-
Masculino,60,Branca,Não,Ensino superior completo,Medicina
Masculino,34,Branca,Sim,Especialização,Administração
Masculino,70,Branca,Não,Especialização,Administração
Feminino,59,Branca,Sim,Especialização,Administração
Feminino,55,Branca,Sim,Especialização,Administração
Feminino,52,Branca,Sim,Especialização,Psicologia
Feminino,50,Branca,Não,Especialização,Sociologia
Masculino,57,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,39,Branca,Sim,Especialização,Administração
Feminino,42,Branca,Sim,Especialização,Administração
Masculino,38,Branca,Sim,Ensino superior completo,Administração
Feminino,41,Parda,Sim,Ensino superior completo,Direito
Masculino,74,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,58,Branca,Sim,Especialização,Administração
Feminino,40,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,35,Branca,Não,Ensino superior completo,Pedagogia
Feminino,45,Branca,Sim,Especialização,Administração
Masculino,37,Branca,Sim,Especialização,Pedagogia
Feminino,52,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,36,Branca,Não,Especialização,Pedagogia
Masculino,48,Parda,Sim,Especialização,Administração
Masculino,48,Branca,Sim,Especialização,Pedagogia
Feminino,35,Branca,Sim,Mestrado,Direito
Feminino,33,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,39,Branca,Sim,Especialização,Nutrição
Feminino,62,Branca,Sim,Mestrado,Administração
Feminino,69,Parda,Sim,Especialização,Administração
Feminino,35,Parda,Sim,Especialização,Direito
Masculino,40,Branca,Não,Especialização,Medicina
Masculino,43,Branca,Não,Especialização,Jornalismo
Feminino,33,Branca,Não,Ensino superior completo,Pedagogia
Masculino,42,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,60,Branca,Não,Ensino fundamental (1º Grau) completo,-
Feminino,63,Branca,Sim,Ensino superior completo,Enfermagem
Feminino,30,Branca,Sim,Ensino superior completo,Direito
Masculino,40,Parda,Sim,Especialização,Pedagogia
Feminino,33,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,78,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,39,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,66,Branca,Não,Ensino superior completo,Enfermagem
Feminino,40,Branca,Sim,Ensino superior completo,Administração
Masculino,43,Branca,Sim,Especialização,Medicina
Masculino,41,Branca,Sim,Especialização,Administração
Feminino,62,Branca,Sim,Mestrado,Pedagogia
Feminino,0,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,29,Branca,Não,Ensino superior completo,Medicina
Feminino,43,Branca,Sim,Especialização,Administração
Masculino,64,Branca,Sim,Especialização,Medicina
Feminino,48,Branca,Sim,Especialização,Administração
Feminino,48,Branca,Sim,Mestrado,Pedagogia
Masculino,56,Branca,Sim,Especialização,Administração
Feminino,37,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,30,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,45,Branca,Sim,Especialização,Pedagogia
Feminino,57,Branca,Sim,Especialização,Medicina
Masculino,37,Parda,Sim,Especialização,Medicina
Masculino,62,Branca,Sim,Ensino superior completo,Medicina
Masculino,51,Branca,Sim,Ensino superior incompleto,-
Feminino,56,Branca,Sim,Especialização,Direito
Feminino,45,Parda,Sim,Ensino superior completo,Direito
Masculino,36,Branca,Sim,Ensino superior completo,Assistência social
Masculino,51,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,40,Branca,Sim,Ensino superior completo,Administração
Feminino,34,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,52,Branca,Não,Ensino fundamental (1º Grau) completo,-
Feminino,34,Branca,Sim,Especialização,Pedagogia
Feminino,42,Branca,Não,Especialização,Medicina
Masculino,30,Branca,Sim,Ensino superior incompleto,-
Feminino,47,Branca,Sim,Especialização,Administração
Feminino,36,Branca,Sim,Ensino superior incompleto,-
Masculino,31,Branca,Sim,Ensino superior completo,Administração
Feminino,38,Branca,Sim,Especialização,Pedagogia
Feminino,42,Branca,Sim,Especialização,Administração
Feminino,37,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,54,Branca,Sim,Ensino superior incompleto,-
Masculino,26,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,31,Branca,Sim,Ensino superior incompleto,-
Feminino,36,Branca,Sim,Especialização,Pedagogia
Masculino,51,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Feminino,46,Branca,Sim,Ensino superior completo,Assistência social
Masculino,54,Branca,Sim,Ensino superior completo,Administração
Masculino,45,Branca,Não,Ensino superior completo,Administração
Feminino,41,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,39,Branca,Sim,Especialização,Pedagogia
Masculino,43,Parda,Sim,Especialização,Assistência social
Masculino,38,Branca,Sim,Especialização,Medicina
Masculino,63,Branca,Não,Ensino superior completo,Assistência social
Feminino,46,Branca,Sim,Ensino superior completo,Administração
Feminino,63,Branca,Sim,Ensino superior completo,Sociologia
Feminino,48,Branca,Não,Especialização,Administração
Feminino,41,Branca,Sim,Especialização,Administração
Feminino,53,Branca,Sim,Especialização,Administração
Feminino,57,Branca,Sim,Ensino superior completo,Administração
Feminino,55,Branca,Não,Ensino superior completo,Administração
Feminino,69,Branca,Não,Ensino superior completo,Assistência social
Feminino,59,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,32,Parda,Sim,Especialização,Pedagogia
Masculino,37,Parda,Não,Especialização,Pedagogia
Feminino,49,Branca,Sim,Especialização,Enfermagem
Feminino,62,Branca,Sim,Ensino superior completo,Psicologia
Feminino,37,Branca,Sim,Ensino superior completo,Nutrição
Feminino,53,Branca,Sim,Ensino superior completo,Administração
Feminino,41,Amarela,Sim,Ensino superior completo,Administração
Feminino,53,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,42,Branca,Sim,Especialização,Assistência social
Masculino,56,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,47,Branca,Sim,Ensino superior completo,Administração
Masculino,45,Branca,Não,Ensino superior completo,Administração
Masculino,43,Branca,Não,Especialização,Medicina
